Team,Year,Matches,Wins,Win_Percentage
Liverpool,2016,38,18.0,0.47368421052631576
Liverpool,2017,35,16.0,0.45714285714285713
Liverpool,2018,49,31.0,0.6326530612244898
Liverpool,2019,57,42.0,0.7368421052631579
Liverpool,2020,57,40.0,0.7017543859649122
Liverpool,2021,58,27.0,0.46551724137931033
Liverpool,2022,55,33.0,0.6
Liverpool,2023,56,30.0,0.5357142857142857
Liverpool,2024,68,49.0,0.7205882352941176
Liverpool,2025,33,23.0,0.696969696969697
Liverpool,2026,24,17.0,0.7083333333333334
Liverpool,2027,13,5.0,0.38461538461538464
Liverpool,2028,20,10.0,0.5
Liverpool,2029,18,12.0,0.6666666666666666
Luton,2023,19,4.0,0.21052631578947367
Luton,2024,19,2.0,0.10526315789473684
Man City,1930,13,6.0,0.46153846153846156
Man City,1931,13,5.0,0.38461538461538464
Man City,2000,21,5.0,0.23809523809523808
Man City,2001,23,14.0,0.6086956521739131
Man City,2002,36,14.0,0.3888888888888889
Man City,2003,32,13.0,0.40625
Man City,2004,17,6.0,0.35294117647058826
Man City,2005,19,10.0,0.5263157894736842
Man City,2006,8,3.0,0.375
Man City,2007,15,6.0,0.4
Man City,2008,10,2.0,0.2
Man City,2009,10,3.0,0.3
Man City,2010,14,4.0,0.2857142857142857
Man City,2011,19,7.0,0.3684210526315789
Man City,2012,11,5.0,0.45454545454545453
Man City,2013,16,5.0,0.3125
Man City,2014,16,8.0,0.5
Man City,2015,36,22.0,0.6111111111111112
Man City,2016,33,14.0,0.42424242424242425
Man City,2017,38,28.0,0.7368421052631579
Man City,2018,48,35.0,0.7291666666666666
Man City,2019,53,40.0,0.7547169811320755
Man City,2020,48,27.0,0.5625
Man City,2021,64,46.0,0.71875
Man City,2022,54,34.0,0.6296296296296297
Man City,2023,51,33.0,0.6470588235294118
Man City,2024,73,42.0,0.5753424657534246
Man City,2025,36,17.0,0.4722222222222222
Man City,2026,18,9.0,0.5
Man City,2027,14,6.0,0.42857142857142855
Man City,2028,21,11.0,0.5238095238095238
Man City,2029,14,8.0,0.5714285714285714
Man United,1930,14,9.0,0.6428571428571429
Man United,1931,13,10.0,0.7692307692307693
Man United,2000,21,14.0,0.6666666666666666
Man United,2001,30,17.0,0.5666666666666667
Man United,2002,37,23.0,0.6216216216216216
Man United,2003,32,21.0,0.65625
Man United,2004,16,9.0,0.5625
Man United,2005,13,8.0,0.6153846153846154
Man United,2006,15,13.0,0.8666666666666667
Man United,2007,9,4.0,0.4444444444444444
Man United,2008,12,6.0,0.5
Man United,2009,12,8.0,0.6666666666666666
Man United,2010,17,10.0,0.5882352941176471
Man United,2011,20,11.0,0.55
Man United,2012,9,6.0,0.6666666666666666
Man United,2013,20,14.0,0.7
Man United,2014,18,12.0,0.6666666666666666
Man United,2015,37,21.0,0.5675675675675675
Man United,2016,32,19.0,0.59375
Man United,2017,41,24.0,0.5853658536585366
Man United,2018,48,31.0,0.6458333333333334
Man United,2019,59,28.0,0.4745762711864407
Man United,2020,51,31.0,0.6078431372549019
Man United,2021,57,29.0,0.5087719298245614
Man United,2022,58,32.0,0.5517241379310345
Man United,2023,61,37.0,0.6065573770491803
Man United,2024,69,28.0,0.4057971014492754
Man United,2025,31,14.0,0.45161290322580644
Man United,2026,28,22.0,0.7857142857142857
Man United,2027,15,12.0,0.8
Man United,2028,20,13.0,0.65
Man United,2029,17,12.0,0.7058823529411765
Middlesbrough,1930,13,3.0,0.23076923076923078
Middlesbrough,1931,9,2.0,0.2222222222222222
Middlesbrough,2000,21,4.0,0.19047619047619047
Middlesbrough,2001,15,6.0,0.4
Middlesbrough,2002,31,12.0,0.3870967741935484
Middlesbrough,2003,31,8.0,0.25806451612903225
Middlesbrough,2004,9,2.0,0.2222222222222222
Middlesbrough,2005,9,3.0,0.3333333333333333
Middlesbrough,2006,7,2.0,0.2857142857142857
Middlesbrough,2007,8,3.0,0.375
Middlesbrough,2008,6,2.0,0.3333333333333333
Middlesbrough,2009,10,4.0,0.4
Middlesbrough,2010,8,1.0,0.125
Middlesbrough,2011,13,6.0,0.46153846153846156
Middlesbrough,2012,7,1.0,0.14285714285714285
Middlesbrough,2013,12,3.0,0.25
Middlesbrough,2014,9,3.0,0.3333333333333333
Middlesbrough,2015,10,2.0,0.2
Middlesbrough,2016,10,2.0,0.2
Middlesbrough,2017,11,4.0,0.36363636363636365
Middlesbrough,2018,12,2.0,0.16666666666666666
Middlesbrough,2019,9,2.0,0.2222222222222222
Middlesbrough,2020,12,4.0,0.3333333333333333
Middlesbrough,2021,11,3.0,0.2727272727272727
Middlesbrough,2022,11,3.0,0.2727272727272727
Middlesbrough,2023,11,5.0,0.45454545454545453
Middlesbrough,2024,9,1.0,0.1111111111111111
Middlesbrough,2025,8,1.0,0.125
Middlesbrough,2026,17,3.0,0.17647058823529413
Middlesbrough,2027,9,1.0,0.1111111111111111
Middlesbrough,2028,11,3.0,0.2727272727272727
Middlesbrough,2029,11,6.0,0.5454545454545454
Newcastle,1930,13,4.0,0.3076923076923077
Newcastle,1931,10,4.0,0.4
Newcastle,2000,21,9.0,0.42857142857142855
Newcastle,2001,22,7.0,0.3181818181818182
Newcastle,2002,38,17.0,0.4473684210526316
Newcastle,2003,34,15.0,0.4411764705882353
Newcastle,2004,13,5.0,0.38461538461538464
Newcastle,2005,17,7.0,0.4117647058823529
Newcastle,2006,6,2.0,0.3333333333333333
Newcastle,2007,13,10.0,0.7692307692307693
Newcastle,2008,5,2.0,0.4
Newcastle,2009,12,5.0,0.4166666666666667
Newcastle,2010,12,4.0,0.3333333333333333
Newcastle,2011,18,5.0,0.2777777777777778
Newcastle,2012,13,2.0,0.15384615384615385
Newcastle,2013,11,4.0,0.36363636363636365
Newcastle,2014,13,3.0,0.23076923076923078
Newcastle,2015,35,11.0,0.3142857142857143
Newcastle,2016,27,7.0,0.25925925925925924
Newcastle,2017,37,8.0,0.21621621621621623
Newcastle,2018,48,18.0,0.375
Newcastle,2019,58,19.0,0.3275862068965517
Newcastle,2020,49,15.0,0.30612244897959184
Newcastle,2021,56,13.0,0.23214285714285715
Newcastle,2022,52,30.0,0.5769230769230769
Newcastle,2023,55,27.0,0.4909090909090909
Newcastle,2024,70,33.0,0.4714285714285714
Newcastle,2025,30,15.0,0.5
Newcastle,2026,21,5.0,0.23809523809523808
Newcastle,2027,11,3.0,0.2727272727272727
Newcastle,2028,19,4.0,0.21052631578947367
Newcastle,2029,15,2.0,0.13333333333333333
Norwich,1930,4,1.0,0.25
Norwich,1931,3,1.0,0.3333333333333333
Norwich,2001,8,0.0,0.0
Norwich,2002,9,2.0,0.2222222222222222
Norwich,2003,4,1.0,0.25
Norwich,2004,5,1.0,0.2
Norwich,2005,5,1.0,0.2
Norwich,2006,4,0.0,0.0
Norwich,2007,3,2.0,0.6666666666666666
Norwich,2008,3,1.0,0.3333333333333333
Norwich,2009,5,3.0,0.6
Norwich,2010,2,1.0,0.5
Norwich,2011,7,2.0,0.2857142857142857
Norwich,2012,5,1.0,0.2
Norwich,2013,4,1.0,0.25
Norwich,2014,4,1.0,0.25
Norwich,2015,26,7.0,0.2692307692307692
Norwich,2016,21,4.0,0.19047619047619047
Norwich,2017,5,2.0,0.4
Norwich,2018,5,1.0,0.2
Norwich,2019,25,4.0,0.16
Norwich,2020,24,6.0,0.25
Norwich,2021,25,2.0,0.08
Norwich,2022,23,4.0,0.17391304347826086
Norwich,2023,6,3.0,0.5
Norwich,2024,3,1.0,0.3333333333333333
Norwich,2025,3,0.0,0.0
Norwich,2026,8,2.0,0.25
Norwich,2027,5,0.0,0.0
Norwich,2028,7,0.0,0.0
Norwich,2029,5,1.0,0.2
Nott'm Forest,2022,16,3.0,0.1875
Nott'm Forest,2023,42,11.0,0.2619047619047619
Nott'm Forest,2024,56,26.0,0.4642857142857143
Nott'm Forest,2025,20,10.0,0.5
Portsmouth,1930,11,4.0,0.36363636363636365
Portsmouth,1931,6,2.0,0.3333333333333333
Portsmouth,2001,13,4.0,0.3076923076923077
Portsmouth,2002,7,0.0,0.0
Portsmouth,2003,10,2.0,0.2
Portsmouth,2004,8,1.0,0.125
Portsmouth,2005,6,2.0,0.3333333333333333
Portsmouth,2006,4,0.0,0.0
Portsmouth,2007,8,2.0,0.25
Portsmouth,2008,6,4.0,0.6666666666666666
Portsmouth,2009,9,4.0,0.4444444444444444
Portsmouth,2010,4,3.0,0.75
Portsmouth,2011,10,2.0,0.2
Portsmouth,2012,8,2.0,0.25
Portsmouth,2013,9,1.0,0.1111111111111111
Portsmouth,2014,9,3.0,0.3333333333333333
Portsmouth,2015,12,3.0,0.25
Portsmouth,2016,5,2.0,0.4
Portsmouth,2017,9,2.0,0.2222222222222222
Portsmouth,2018,11,7.0,0.6363636363636364
Portsmouth,2019,8,3.0,0.375
Portsmouth,2020,10,2.0,0.2
Portsmouth,2021,8,2.0,0.25
Portsmouth,2022,10,1.0,0.1
Portsmouth,2023,6,3.0,0.5
Portsmouth,2024,9,2.0,0.2222222222222222
Portsmouth,2025,7,1.0,0.14285714285714285
Portsmouth,2026,15,4.0,0.26666666666666666
Portsmouth,2027,10,3.0,0.3
Portsmouth,2028,9,4.0,0.4444444444444444
Portsmouth,2029,9,4.0,0.4444444444444444
QPR,1930,2,0.0,0.0
QPR,1931,2,1.0,0.5
QPR,2001,5,0.0,0.0
QPR,2002,5,2.0,0.4
QPR,2003,2,0.0,0.0
QPR,2004,3,0.0,0.0
QPR,2005,1,0.0,0.0
QPR,2006,2,1.0,0.5
QPR,2007,1,0.0,0.0
QPR,2008,2,0.0,0.0
QPR,2009,2,1.0,0.5
QPR,2010,3,0.0,0.0
QPR,2011,2,1.0,0.5
QPR,2012,3,0.0,0.0
QPR,2013,3,0.0,0.0
QPR,2014,1,0.0,0.0
QPR,2015,4,1.0,0.25
QPR,2016,1,0.0,0.0
QPR,2017,2,1.0,0.5
QPR,2018,2,0.0,0.0
QPR,2019,3,1.0,0.3333333333333333
QPR,2020,2,1.0,0.5
QPR,2021,5,3.0,0.6
QPR,2022,1,0.0,0.0
QPR,2023,3,1.0,0.3333333333333333
QPR,2024,2,0.0,0.0
QPR,2025,3,0.0,0.0
QPR,2026,2,0.0,0.0
QPR,2027,4,0.0,0.0
QPR,2028,1,0.0,0.0
QPR,2029,2,0.0,0.0
Reading,1930,6,2.0,0.3333333333333333
Reading,2001,9,3.0,0.3333333333333333
Reading,2002,4,2.0,0.5
Reading,2003,4,1.0,0.25
Reading,2004,3,1.0,0.3333333333333333
Reading,2005,2,0.0,0.0
Reading,2006,3,0.0,0.0
Reading,2007,2,1.0,0.5
Reading,2008,3,2.0,0.6666666666666666
Reading,2009,5,0.0,0.0
Reading,2010,2,1.0,0.5
Reading,2011,3,2.0,0.6666666666666666
Reading,2012,6,2.0,0.3333333333333333
Reading,2013,2,0.0,0.0
Reading,2014,4,1.0,0.25
Reading,2015,4,0.0,0.0
Reading,2016,4,1.0,0.25
Reading,2017,3,1.0,0.3333333333333333
Reading,2018,3,2.0,0.6666666666666666
Reading,2019,5,2.0,0.4
Reading,2020,4,1.0,0.25
Reading,2021,1,1.0,1.0
Reading,2022,7,3.0,0.42857142857142855
Reading,2023,4,0.0,0.0
Reading,2024,4,0.0,0.0
Reading,2025,2,1.0,0.5
Reading,2026,5,0.0,0.0
Reading,2027,3,1.0,0.3333333333333333
Reading,2028,2,0.0,0.0
Reading,2029,5,1.0,0.2
Sheffield United,1930,3,3.0,1.0
Sheffield United,1931,1,0.0,0.0
Sheffield United,2001,1,0.0,0.0
Sheffield United,2002,1,1.0,1.0
Sheffield United,2003,2,0.0,0.0
Sheffield United,2004,1,1.0,1.0
Sheffield United,2005,1,0.0,0.0
Sheffield United,2007,1,0.0,0.0
Sheffield United,2009,1,0.0,0.0
Sheffield United,2010,1,1.0,1.0
Sheffield United,2011,2,0.0,0.0
Sheffield United,2013,2,0.0,0.0
Sheffield United,2014,2,1.0,0.5
Sheffield United,2016,2,1.0,0.5
Sheffield United,2017,2,0.0,0.0
Sheffield United,2018,1,0.0,0.0
Sheffield United,2019,21,7.0,0.3333333333333333
Sheffield United,2020,35,7.0,0.2
Sheffield United,2021,24,7.0,0.2916666666666667
Sheffield United,2022,1,0.0,0.0
Sheffield United,2023,22,2.0,0.09090909090909091
Sheffield United,2024,19,1.0,0.05263157894736842
Sheffield United,2025,1,0.0,0.0
Sheffield United,2026,2,0.0,0.0
Sheffield United,2028,3,2.0,0.6666666666666666
Southampton,1930,7,3.0,0.42857142857142855
Southampton,1931,6,2.0,0.3333333333333333
Southampton,2000,21,7.0,0.3333333333333333
Southampton,2001,14,2.0,0.14285714285714285
Southampton,2002,34,9.0,0.2647058823529412
Southampton,2003,22,8.0,0.36363636363636365
Southampton,2004,6,1.0,0.16666666666666666
Southampton,2005,6,2.0,0.3333333333333333
Southampton,2006,7,3.0,0.42857142857142855
Southampton,2007,8,1.0,0.125
Southampton,2008,7,4.0,0.5714285714285714
Southampton,2009,7,3.0,0.42857142857142855
Southampton,2010,6,1.0,0.16666666666666666
Southampton,2011,7,5.0,0.7142857142857143
Southampton,2012,5,1.0,0.2
Southampton,2013,12,5.0,0.4166666666666667
Southampton,2014,6,1.0,0.16666666666666666
Southampton,2015,28,9.0,0.32142857142857145
Southampton,2016,26,14.0,0.5384615384615384
Southampton,2017,28,9.0,0.32142857142857145
Southampton,2018,42,8.0,0.19047619047619047
Southampton,2019,50,13.0,0.26
Southampton,2020,42,18.0,0.42857142857142855
Southampton,2021,49,12.0,0.24489795918367346
Southampton,2022,45,11.0,0.24444444444444444
Southampton,2023,27,3.0,0.1111111111111111
Southampton,2024,47,4.0,0.0851063829787234
Southampton,2025,28,5.0,0.17857142857142858
Southampton,2026,9,4.0,0.4444444444444444
Southampton,2027,8,2.0,0.25
Southampton,2028,9,1.0,0.1111111111111111
Southampton,2029,9,2.0,0.2222222222222222
Stoke,1930,5,0.0,0.0
Stoke,1931,9,3.0,0.3333333333333333
Stoke,2001,14,5.0,0.35714285714285715
Stoke,2002,10,2.0,0.2
Stoke,2003,6,5.0,0.8333333333333334
Stoke,2004,11,4.0,0.36363636363636365
Stoke,2005,9,3.0,0.3333333333333333
Stoke,2006,8,1.0,0.125
Stoke,2007,4,2.0,0.5
Stoke,2008,8,1.0,0.125
Stoke,2009,7,3.0,0.42857142857142855
Stoke,2010,9,2.0,0.2222222222222222
Stoke,2011,7,3.0,0.42857142857142855
Stoke,2012,8,1.0,0.125
Stoke,2013,7,2.0,0.2857142857142857
Stoke,2014,10,1.0,0.1
Stoke,2015,28,14.0,0.5
Stoke,2016,25,7.0,0.28
Stoke,2017,28,7.0,0.25
Stoke,2018,24,3.0,0.125
Stoke,2019,12,2.0,0.16666666666666666
Stoke,2020,8,3.0,0.375
Stoke,2021,11,3.0,0.2727272727272727
Stoke,2022,11,3.0,0.2727272727272727
Stoke,2023,7,3.0,0.42857142857142855
Stoke,2024,8,3.0,0.375
Stoke,2025,2,0.0,0.0
Stoke,2026,16,6.0,0.375
Stoke,2027,10,3.0,0.3
Stoke,2028,9,2.0,0.2222222222222222
Stoke,2029,11,4.0,0.36363636363636365
Sunderland,1930,5,0.0,0.0
Sunderland,1931,12,0.0,0.0
Sunderland,2000,21,10.0,0.47619047619047616
Sunderland,2001,23,8.0,0.34782608695652173
Sunderland,2002,34,4.0,0.11764705882352941
Sunderland,2003,30,4.0,0.13333333333333333
Sunderland,2004,10,3.0,0.3
Sunderland,2005,15,6.0,0.4
Sunderland,2006,8,2.0,0.25
Sunderland,2007,12,3.0,0.25
Sunderland,2008,5,1.0,0.2
Sunderland,2009,15,3.0,0.2
Sunderland,2010,11,2.0,0.18181818181818182
Sunderland,2011,13,4.0,0.3076923076923077
Sunderland,2012,10,2.0,0.2
Sunderland,2013,11,3.0,0.2727272727272727
Sunderland,2014,14,2.0,0.14285714285714285
Sunderland,2015,35,6.0,0.17142857142857143
Sunderland,2016,29,6.0,0.20689655172413793
Sunderland,2017,9,4.0,0.4444444444444444
Sunderland,2018,18,6.0,0.3333333333333333
Sunderland,2019,13,3.0,0.23076923076923078
Sunderland,2020,11,4.0,0.36363636363636365
Sunderland,2021,16,4.0,0.25
Sunderland,2022,19,7.0,0.3684210526315789
Sunderland,2023,10,3.0,0.3
Sunderland,2024,11,2.0,0.18181818181818182
Sunderland,2025,10,2.0,0.2
Sunderland,2026,19,4.0,0.21052631578947367
Sunderland,2027,15,4.0,0.26666666666666666
Sunderland,2028,9,1.0,0.1111111111111111
Sunderland,2029,21,7.0,0.3333333333333333
Swansea,1930,2,0.0,0.0
Swansea,1931,5,1.0,0.2
Swansea,2001,9,2.0,0.2222222222222222
Swansea,2002,6,3.0,0.5
Swansea,2003,7,2.0,0.2857142857142857
Swansea,2004,4,3.0,0.75
Swansea,2005,4,0.0,0.0
Swansea,2006,7,1.0,0.14285714285714285
Swansea,2007,1,1.0,1.0
Swansea,2008,3,1.0,0.3333333333333333
Swansea,2009,3,1.0,0.3333333333333333
Swansea,2010,5,2.0,0.4
Swansea,2011,7,2.0,0.2857142857142857
Swansea,2012,4,1.0,0.25
Swansea,2013,4,3.0,0.75
Swansea,2014,3,1.0,0.3333333333333333
Swansea,2015,27,5.0,0.18518518518518517
Swansea,2016,22,8.0,0.36363636363636365
Swansea,2017,28,7.0,0.25
Swansea,2018,20,5.0,0.25
Swansea,2019,7,3.0,0.42857142857142855
Swansea,2020,4,1.0,0.25
Swansea,2021,5,2.0,0.4
Swansea,2022,7,2.0,0.2857142857142857
Swansea,2023,3,1.0,0.3333333333333333
Swansea,2024,3,0.0,0.0
Swansea,2025,5,1.0,0.2
Swansea,2026,6,2.0,0.3333333333333333
Swansea,2027,6,0.0,0.0
Swansea,2028,6,2.0,0.3333333333333333
Swansea,2029,5,3.0,0.6
Tottenham,1930,17,4.0,0.23529411764705882
Tottenham,1931,11,2.0,0.18181818181818182
Tottenham,2000,21,7.0,0.3333333333333333
Tottenham,2001,28,16.0,0.5714285714285714
Tottenham,2002,38,19.0,0.5
Tottenham,2003,34,13.0,0.38235294117647056
Tottenham,2004,15,9.0,0.6
Tottenham,2005,15,9.0,0.6
Tottenham,2006,13,2.0,0.15384615384615385
Tottenham,2007,16,7.0,0.4375
Tottenham,2008,9,4.0,0.4444444444444444
Tottenham,2009,18,10.0,0.5555555555555556
Tottenham,2010,14,6.0,0.42857142857142855
Tottenham,2011,18,8.0,0.4444444444444444
Tottenham,2012,16,4.0,0.25
Tottenham,2013,13,5.0,0.38461538461538464
Tottenham,2014,14,7.0,0.5
Tottenham,2015,36,18.0,0.5
Tottenham,2016,35,16.0,0.45714285714285713
Tottenham,2017,34,17.0,0.5
Tottenham,2018,54,37.0,0.6851851851851852
Tottenham,2019,60,29.0,0.48333333333333334
Tottenham,2020,51,20.0,0.39215686274509803
Tottenham,2021,57,29.0,0.5087719298245614
Tottenham,2022,61,29.0,0.47540983606557374
Tottenham,2023,58,29.0,0.5
Tottenham,2024,67,26.0,0.3880597014925373
Tottenham,2025,33,10.0,0.30303030303030304
Tottenham,2026,28,17.0,0.6071428571428571
Tottenham,2027,12,7.0,0.5833333333333334
Tottenham,2028,23,10.0,0.43478260869565216
Tottenham,2029,13,6.0,0.46153846153846156
Watford,1931,3,1.0,0.3333333333333333
Watford,2001,5,1.0,0.2
Watford,2002,1,0.0,0.0
Watford,2003,4,0.0,0.0
Watford,2004,5,3.0,0.6
Watford,2005,1,1.0,1.0
Watford,2006,2,0.0,0.0
Watford,2007,1,0.0,0.0
Watford,2008,1,0.0,0.0
Watford,2009,3,1.0,0.3333333333333333
Watford,2010,3,3.0,1.0
Watford,2011,2,0.0,0.0
Watford,2012,1,0.0,0.0
Watford,2013,3,0.0,0.0
Watford,2014,3,0.0,0.0
Watford,2015,21,9.0,0.42857142857142855
Watford,2016,22,5.0,0.22727272727272727
Watford,2017,23,7.0,0.30434782608695654
Watford,2018,41,13.0,0.3170731707317073
Watford,2019,40,10.0,0.25
Watford,2020,20,5.0,0.25
Watford,2021,22,4.0,0.18181818181818182
Watford,2022,24,2.0,0.08333333333333333
Watford,2023,3,1.0,0.3333333333333333
Watford,2024,1,0.0,0.0
Watford,2025,1,0.0,0.0
Watford,2026,4,0.0,0.0
Watford,2027,2,0.0,0.0
Watford,2028,3,0.0,0.0
Watford,2029,1,1.0,1.0
West Brom,1930,8,1.0,0.125
West Brom,1931,6,1.0,0.16666666666666666
West Brom,2001,19,2.0,0.10526315789473684
West Brom,2002,31,8.0,0.25806451612903225
West Brom,2003,26,5.0,0.19230769230769232
West Brom,2004,13,3.0,0.23076923076923078
West Brom,2005,8,4.0,0.5
West Brom,2006,8,3.0,0.375
West Brom,2007,9,1.0,0.1111111111111111
West Brom,2008,6,0.0,0.0
West Brom,2009,5,3.0,0.6
West Brom,2010,8,2.0,0.25
West Brom,2011,17,2.0,0.11764705882352941
West Brom,2012,6,1.0,0.16666666666666666
West Brom,2013,6,2.0,0.3333333333333333
West Brom,2014,11,3.0,0.2727272727272727
West Brom,2015,29,11.0,0.3793103448275862
West Brom,2016,30,5.0,0.16666666666666666
West Brom,2017,33,6.0,0.18181818181818182
West Brom,2018,24,7.0,0.2916666666666667
West Brom,2019,8,3.0,0.375
West Brom,2020,26,2.0,0.07692307692307693
West Brom,2021,35,11.0,0.3142857142857143
West Brom,2022,14,5.0,0.35714285714285715
West Brom,2023,8,2.0,0.25
West Brom,2024,7,1.0,0.14285714285714285
West Brom,2025,10,4.0,0.4
West Brom,2026,14,2.0,0.14285714285714285
West Brom,2027,8,3.0,0.375
West Brom,2028,15,3.0,0.2
West Brom,2029,8,0.0,0.0
West Ham,1930,12,5.0,0.4166666666666667
West Ham,1931,9,2.0,0.2222222222222222
West Ham,2000,20,7.0,0.35
West Ham,2001,28,11.0,0.39285714285714285
West Ham,2002,35,8.0,0.22857142857142856
West Ham,2003,27,8.0,0.2962962962962963
West Ham,2004,11,5.0,0.45454545454545453
West Ham,2005,15,7.0,0.4666666666666667
West Ham,2006,12,3.0,0.25
West Ham,2007,7,2.0,0.2857142857142857
West Ham,2008,9,3.0,0.3333333333333333
West Ham,2009,11,1.0,0.09090909090909091
West Ham,2010,10,3.0,0.3
West Ham,2011,15,4.0,0.26666666666666666
West Ham,2012,10,3.0,0.3
West Ham,2013,10,3.0,0.3
West Ham,2014,12,5.0,0.4166666666666667
West Ham,2015,37,12.0,0.32432432432432434
West Ham,2016,28,10.0,0.35714285714285715
West Ham,2017,34,9.0,0.2647058823529412
West Ham,2018,50,17.0,0.34
West Ham,2019,51,15.0,0.29411764705882354
West Ham,2020,50,17.0,0.34
West Ham,2021,53,27.0,0.5094339622641509
West Ham,2022,50,14.0,0.28
West Ham,2023,56,23.0,0.4107142857142857
West Ham,2024,67,20.0,0.29850746268656714
West Ham,2025,33,9.0,0.2727272727272727
West Ham,2026,16,6.0,0.375
West Ham,2027,12,3.0,0.25
West Ham,2028,15,5.0,0.3333333333333333
West Ham,2029,13,2.0,0.15384615384615385
Wigan,1930,8,2.0,0.25
Wigan,1931,8,1.0,0.125
Wigan,2001,10,1.0,0.1
Wigan,2002,11,3.0,0.2727272727272727
Wigan,2003,13,4.0,0.3076923076923077
Wigan,2004,8,2.0,0.25
Wigan,2005,8,3.0,0.375
Wigan,2006,8,1.0,0.125
Wigan,2007,8,1.0,0.125
Wigan,2008,5,1.0,0.2
Wigan,2009,11,0.0,0.0
Wigan,2010,6,2.0,0.3333333333333333
Wigan,2011,14,5.0,0.35714285714285715
Wigan,2012,5,2.0,0.4
Wigan,2013,10,4.0,0.4
Wigan,2014,9,1.0,0.1111111111111111
Wigan,2015,14,5.0,0.35714285714285715
Wigan,2016,12,4.0,0.3333333333333333
Wigan,2017,10,2.0,0.2
Wigan,2018,8,4.0,0.5
Wigan,2019,12,1.0,0.08333333333333333
Wigan,2020,8,1.0,0.125
Wigan,2021,12,2.0,0.16666666666666666
Wigan,2022,12,3.0,0.25
Wigan,2023,6,2.0,0.3333333333333333
Wigan,2024,11,6.0,0.5454545454545454
Wigan,2025,7,2.0,0.2857142857142857
Wigan,2026,17,7.0,0.4117647058823529
Wigan,2027,8,3.0,0.375
Wigan,2028,11,7.0,0.6363636363636364
Wigan,2029,14,3.0,0.21428571428571427
Wolves,1930,3,1.0,0.3333333333333333
Wolves,1931,5,0.0,0.0
Wolves,2001,6,1.0,0.16666666666666666
Wolves,2002,4,0.0,0.0
Wolves,2003,3,0.0,0.0
Wolves,2004,5,3.0,0.6
Wolves,2005,3,3.0,1.0
Wolves,2006,6,1.0,0.16666666666666666
Wolves,2007,5,0.0,0.0
Wolves,2008,2,1.0,0.5
Wolves,2009,3,1.0,0.3333333333333333
Wolves,2010,8,1.0,0.125
Wolves,2011,3,0.0,0.0
Wolves,2012,6,2.0,0.3333333333333333
Wolves,2013,5,2.0,0.4
Wolves,2014,6,2.0,0.3333333333333333
Wolves,2015,4,0.0,0.0
Wolves,2016,4,0.0,0.0
Wolves,2017,6,2.0,0.3333333333333333
Wolves,2018,24,9.0,0.375
Wolves,2019,40,16.0,0.4
Wolves,2020,43,16.0,0.37209302325581395
Wolves,2021,46,15.0,0.32608695652173914
Wolves,2022,43,11.0,0.2558139534883721
Wolves,2023,45,17.0,0.37777777777777777
Wolves,2024,60,13.0,0.21666666666666667
Wolves,2025,23,7.0,0.30434782608695654
Wolves,2026,8,1.0,0.125
Wolves,2027,9,1.0,0.1111111111111111
Wolves,2028,5,1.0,0.2
Wolves,2029,5,1.0,0.2
